id,type,trait_count,trait1,trait2,trait3,trait4,trait5,trait6,trait7,trait8,trait9,trait10,trait11,trait12,Rarity,TimesSold,LastPrice,TimeInDays
307,Wolf,2,Chestplate,Belt,,,,,,,,,,,510,,,
308,Tiger,7,Camo Suit,Chestplate,Belt,Jetpack,Covered Helmet,Sun Glasses,Anchor,,,,,,136,1.0,9900.0,183.0
309,Ape,4,Chestplate,Belt,Umbrella,Covered Helmet,,,,,,,,,6298,,,
310,Dog,4,Camo Suit,Belt,Umbrella,Covered Helmet,,,,,,,,,5874,2.0,7500.0,98.0
311,Bear,5,Camo Suit,Chestplate,Belt,Backpack,Covered Helmet,,,,,,,,4233,,,
312,Parrot,3,Belt,Covered Helmet,SPO,,,,,,,,,,218,,,
313,Arcane,6,Special Background,Chestplate,Belt,Covered Helmet,Revolver,Cardano,,,,,,,870,,,
314,Alien,4,Chestplate,Belt,Covered Helmet,Ski Goggles,,,,,,,,,7486,,,
315,Alien,3,Special Background,Chestplate,Covered Helmet,,,,,,,,,,8460,,,
316,Frog,3,Chestplate,Belt,Amulet,,,,,,,,,,5924,,,
317,Arcane,3,Chestplate,Belt,Bazooka,,,,,,,,,,3720,,,
318,Dog,3,Chestplate,Belt,Axe,,,,,,,,,,5869,4.0,7390.0,52.0
319,Dog,3,Amulet,Belt,Covered Helmet,,,,,,,,,,8507,3.0,3000.0,217.0
320,Cat,2,Umbrella,Covered Helmet,,,,,,,,,,,5339,,,
321,Arcane,1,Belt,,,,,,,,,,,,1814,,,
322,Alien,3,Star Suit,Chestplate,Belt,,,,,,,,,,9556,5.0,7488.0,94.0
323,Fish,3,Chestplate,Belt,Wool Boots,,,,,,,,,,422,,,
324,Alien,5,Camo Suit,Belt,Backpack,Covered Helmet,VR,,,,,,,,3426,,,
325,Ape,4,Star Suit,Chestplate,Belt,Pistol,,,,,,,,,6055,,,
326,Frog,5,Star Suit,Chestplate,Belt,Wool Boots,Bazooka,,,,,,,,1808,,,
327,Robot,3,Chestplate,Covered Helmet,Snorkel,,,,,,,,,,7324,,,
328,Arcane,4,Chestplate,Belt,Flag,Jo-Jo,,,,,,,,,1544,3.0,7712.0,101.0
329,Dog,2,Chestplate,Watch,,,,,,,,,,,8061,,,
330,Ape,4,Chestplate,Belt,Covered Helmet,Flag,,,,,,,,,6626,1.0,5700.0,15.0
331,Bear,5,Camo Suit,Chestplate,Belt,Covered Helmet,Harpoon,,,,,,,,3537,,,
332,Lion,6,Camo Suit,Chestplate,Amulet,Belt,Ski Goggles,Wine,,,,,,,638,,,
333,Elephant,3,Star Suit,Chestplate,Belt,,,,,,,,,,292,,,
334,Arcane,3,Chestplate,Covered Helmet,Harpoon,,,,,,,,,,4000,,,
335,Alien,3,Chestplate,Belt,Watch,,,,,,,,,,9054,3.0,5399.0,212.0
336,Robot,3,Chestplate,Belt,X-Ray,,,,,,,,,,7388,2.0,6450.0,37.0
337,Alien,5,Camo Suit,Chestplate,Belt,Covered Helmet,Cardano,,,,,,,,4952,,,
338,Lion,5,Special Background,Chestplate,Covered Helmet,VR,Anchor,,,,,,,,1233,,,
339,Cat,3,Chestplate,Wool Boots,Jo-Jo,,,,,,,,,,3587,2.0,6300.0,8.0
340,Cat,4,Chestplate,Amulet,Belt,Eye Patch,,,,,,,,,5807,,,
341,Alien,4,Special Background,Camo Suit,Belt,Covered Helmet,,,,,,,,,7997,,,
342,Ape,4,Belt,Covered Helmet,Sun Glasses,Wool Boots,,,,,,,,,5649,1.0,4495.0,249.0
343,Parrot,4,Star Suit,Belt,Revolver,Candle,,,,,,,,,1091,,,
344,Alien,7,Camo Suit,Chestplate,Belt,Covered Helmet,Ski Goggles,Watch,SPO,,,,,,84,,,
345,Arcane,5,Camo Suit,Chestplate,Belt,Watch,Cardano,,,,,,,,3011,,,
346,Alien,3,Chestplate,Belt,Sword,,,,,,,,,,7563,,,
347,Tiger,3,Chestplate,Belt,Flowers,,,,,,,,,,5562,,,
348,Robot,6,Camo Suit,Chestplate,Belt,Jetpack,Covered Helmet,Sword,,,,,,,1352,,,
349,Bear,6,Chestplate,Amulet,Belt,Jetpack,X-Ray,Wool Boots,,,,,,,863,1.0,6799.99,237.0
350,Dog,4,Star Suit,Chestplate,Belt,Jo-Jo,,,,,,,,,4004,,,
351,Alien,3,Chestplate,Belt,SPO,,,,,,,,,,275,,,
352,Dog,3,Chestplate,Belt,Covered Helmet,,,,,,,,,,9866,1.0,700.0,271.0
353,Cat,5,Star Suit,Chestplate,Belt,Sword,Baguette,,,,,,,,1401,,,
354,Dog,2,Chestplate,Belt,,,,,,,,,,,9060,,,
355,Ape,2,Covered Helmet,Anchor,,,,,,,,,,,3856,2.0,5999.0,116.0
356,Dog,3,Chestplate,Covered Helmet,Flowers,,,,,,,,,,6307,,,
357,Lion,7,Camo Suit,Belt,Umbrella,Covered Helmet,Ski Goggles,Wool Boots,Amulet,,,,,,154,,,
358,Alien,4,Belt,X-Ray,Wool Boots,Amulet,,,,,,,,,4466,,,
359,Tiger,6,Special Background,Chestplate,Belt,Backpack,Covered Helmet,Cardano,,,,,,,966,,,
360,Ape,6,Star Suit,Chestplate,Belt,Umbrella,Covered Helmet,Cardano,,,,,,,1247,,,
361,Cat,6,Camo Suit,Chestplate,Belt,Covered Helmet,Wool Boots,Harpoon,,,,,,,1512,,,
362,Arcane,3,Chestplate,Belt,Lamp Fish,,,,,,,,,,2497,,,
363,Rhino,3,Chestplate,Belt,Covered Helmet,,,,,,,,,,568,1.0,32000.0,95.0
364,Bear,3,Chestplate,Covered Helmet,Pistol,,,,,,,,,,5797,1.0,7420.0,41.0
365,Dog,3,Special Background,Star Suit,Belt,,,,,,,,,,8360,,,
366,Ape,2,Chestplate,Belt,,,,,,,,,,,8884,,,
367,Alien,5,Camo Suit,Belt,Covered Helmet,Wool Boots,Lamp Fish,,,,,,,,1902,,,
368,Parrot,4,Star Suit,Amulet,Belt,Covered Helmet,,,,,,,,,5326,2.0,9000.0,93.0
369,Bear,3,Belt,Sun Glasses,Watch,,,,,,,,,,5257,,,
370,Alien,1,Chestplate,,,,,,,,,,,,2549,1.0,1500.0,264.0
371,Robot,4,Special Background,Chestplate,Belt,Covered Helmet,,,,,,,,,8216,,,
372,Parrot,3,Chestplate,Belt,Sword,,,,,,,,,,5218,,,
373,Alien,3,Chestplate,Watch,Cardano,,,,,,,,,,5426,,,
374,Alien,2,Camo Suit,Belt,,,,,,,,,,,8386,,,
375,Cat,4,Chestplate,Belt,Covered Helmet,Flowers,,,,,,,,,6166,,,
376,Tiger,5,Camo Suit,Chestplate,Amulet,Belt,Covered Helmet,,,,,,,,5702,,,
377,Parrot,4,Star Suit,Belt,Backpack,Covered Helmet,,,,,,,,,4033,2.0,6200.0,10.0
378,Parrot,2,Star Suit,Belt,,,,,,,,,,,5899,,,
379,Alien,2,Camo Suit,Belt,,,,,,,,,,,8386,,,
380,Cat,2,Belt,Covered Helmet,,,,,,,,,,,9014,,,
381,Arcane,5,Star Suit,Chestplate,Belt,Covered Helmet,Lamp Fish,,,,,,,,1739,1.0,9995.0,51.0
382,Ape,1,Chestplate,,,,,,,,,,,,2596,1.0,1199.0,274.0
383,Cat,3,Belt,Snorkel,Amulet,,,,,,,,,,5835,,,
384,Robot,2,Chestplate,Jetpack,,,,,,,,,,,5372,,,
385,Bear,6,Star Suit,Belt,Covered Helmet,Snorkel,Sword,Candle,,,,,,,606,,,
386,Parrot,2,Chestplate,Belt,,,,,,,,,,,6492,,,
387,Alien,4,Belt,Jetpack,Covered Helmet,Blaster,,,,,,,,,1881,,,
388,Robot,2,Chestplate,Belt,,,,,,,,,,,8587,,,
389,Rhino,3,Chestplate,Belt,Covered Helmet,,,,,,,,,,568,,,
390,Parrot,3,Chestplate,Belt,Blaster,,,,,,,,,,2420,,,
391,Dog,7,Chestplate,Belt,Backpack,Umbrella,Covered Helmet,Sun Glasses,Watch,,,,,,174,1.0,1888.0,270.0
392,Ape,4,Chestplate,Belt,Sword,Wool Boots,,,,,,,,,5754,,,
393,Alien,3,Chestplate,Belt,Cardano,,,,,,,,,,6726,,,
394,Arcane,4,Chestplate,Belt,Covered Helmet,Revolver,,,,,,,,,5223,,,
395,Robot,5,Star Suit,Chestplate,Belt,Covered Helmet,Watch,,,,,,,,6835,,,
396,Ape,2,Chestplate,Belt,,,,,,,,,,,8884,,,
397,Robot,2,Belt,VR,,,,,,,,,,,6305,1.0,3970.0,249.0
398,Dog,1,Belt,,,,,,,,,,,,2731,,,
399,Cat,2,Chestplate,SPO,,,,,,,,,,,249,2.0,48888.0,213.0
400,Alien,5,Chestplate,Belt,Covered Helmet,Cardano,Axe,,,,,,,,2399,1.0,8995.0,211.0
401,Parrot,6,Special Background,Chestplate,Belt,Covered Helmet,VR,Revolver,,,,,,,974,,,
402,Cat,6,Camo Suit,Chestplate,Belt,Covered Helmet,Snorkel,Wool Boots,,,,,,,2213,3.0,6750.0,100.0
403,Frog,1,Candle,,,,,,,,,,,,621,,,
404,Tiger,4,Star Suit,Belt,Covered Helmet,Flag,,,,,,,,,5368,,,
405,Cat,1,Chestplate,,,,,,,,,,,,2712,,,
406,Robot,4,Chestplate,Belt,Covered Helmet,Pistol,,,,,,,,,6230,,,
407,Frog,3,Chestplate,Belt,Anchor,,,,,,,,,,3208,,,
408,Bear,1,Belt,,,,,,,,,,,,2176,2.0,5225.0,144.0
409,Tiger,4,Star Suit,Belt,Snorkel,Watch,,,,,,,,,5036,1.0,5250.0,189.0
410,Dog,2,Belt,Wool Boots,,,,,,,,,,,7940,,,
411,Alien,5,Camo Suit,Chestplate,Belt,X-Ray,Baguette,,,,,,,,1380,,,
412,Parrot,3,Special Background,Belt,Wool Boots,,,,,,,,,,5118,,,
413,Frog,4,Camo Suit,Chestplate,Belt,VR,,,,,,,,,4947,1.0,7999.0,95.0
414,Cat,4,Chestplate,Amulet,Belt,Flowers,,,,,,,,,4831,,,
415,Alien,2,Chestplate,Belt,,,,,,,,,,,8816,,,
416,Parrot,4,Chestplate,Belt,Covered Helmet,Bazooka,,,,,,,,,3314,,,
417,Alien,2,Chestplate,Belt,,,,,,,,,,,8816,,,
418,Parrot,5,Camo Suit,Chestplate,Belt,Covered Helmet,Hockey Stick,,,,,,,,2663,,,
419,Robot,3,Camo Suit,Belt,Eye Patch,,,,,,,,,,6828,,,
420,Lion,2,Chestplate,Revolver,,,,,,,,,,,4089,,,
421,Tiger,4,Chestplate,Belt,Covered Helmet,Wool Boots,,,,,,,,,8145,,,
422,Bear,4,Chestplate,Belt,Jetpack,Covered Helmet,,,,,,,,,5559,,,
423,Cat,4,Chestplate,Belt,Covered Helmet,Blaster,,,,,,,,,3727,,,
424,Dog,6,Special Background,Camo Suit,Belt,Covered Helmet,X-Ray,Hockey Stick,,,,,,,927,1.0,8500.0,119.0
425,Alien,3,Chestplate,Belt,Covered Helmet,,,,,,,,,,9763,,,
426,Robot,3,Belt,Covered Helmet,Pistol,,,,,,,,,,6424,,,
427,Tiger,3,Chestplate,Belt,Covered Helmet,,,,,,,,,,9350,,,
428,Ape,2,Chestplate,Belt,,,,,,,,,,,8884,3.0,3650.0,166.0
429,Robot,4,Chestplate,Belt,Covered Helmet,Cardano,,,,,,,,,6081,1.0,7995.0,212.0
430,Alien,5,Camo Suit,Chestplate,Belt,X-Ray,Revolver,,,,,,,,3454,,,
431,Dog,4,Chestplate,Belt,Covered Helmet,Ski Goggles,,,,,,,,,7693,,,
432,Parrot,6,Camo Suit,Chestplate,Belt,Covered Helmet,Watch,SPO,,,,,,,99,,,
433,Cat,4,Special Background,Chestplate,Covered Helmet,Watch,,,,,,,,,7475,,,
434,Lion,2,Belt,Candle,,,,,,,,,,,1709,,,
435,Tiger,3,Chestplate,Belt,Wine,,,,,,,,,,3955,,,
436,Robot,3,Chestplate,Belt,Covered Helmet,,,,,,,,,,9719,,,
437,Robot,2,Chestplate,Sun Glasses,,,,,,,,,,,5727,,,
438,Frog,4,Chestplate,Belt,Sword,Jo-Jo,,,,,,,,,1554,,,
439,Frog,4,Camo Suit,Chestplate,Belt,VR,,,,,,,,,4947,,,
440,Parrot,3,Star Suit,Belt,VR,,,,,,,,,,5206,,,
441,Cat,3,Chestplate,Belt,Eye Patch,,,,,,,,,,8007,,,
442,Ape,3,Special Background,Belt,Covered Helmet,,,,,,,,,,8549,,,
443,Tiger,5,Camo Suit,Chestplate,Belt,Covered Helmet,X-Ray,,,,,,,,5066,,,
444,Cat,5,Chestplate,Belt,Covered Helmet,Snorkel,Watch,,,,,,,,5152,,,
445,Tiger,4,Special Background,Chestplate,Belt,Covered Helmet,,,,,,,,,7854,1.0,4500.0,139.0
446,Rhino,3,Chestplate,Belt,Covered Helmet,,,,,,,,,,568,,,
447,Bear,4,Star Suit,Chestplate,Belt,Covered Helmet,,,,,,,,,8573,,,
448,Ape,5,Camo Suit,Chestplate,Belt,Covered Helmet,Watch,,,,,,,,7249,1.0,6895.0,97.0
449,Robot,3,Covered Helmet,VR,Baguette,,,,,,,,,,2005,1.0,7250.0,98.0
450,Dog,5,Chestplate,Belt,Covered Helmet,Sun Glasses,Axe,,,,,,,,2949,1.0,4995.0,248.0
451,Tiger,3,Chestplate,Belt,Covered Helmet,,,,,,,,,,9350,,,
452,Robot,6,Camo Suit,Chestplate,Belt,Backpack,Covered Helmet,Flowers,,,,,,,1133,,,
453,Bear,3,Chestplate,Belt,VR,,,,,,,,,,7246,,,
454,Cat,3,Chestplate,Belt,Flowers,,,,,,,,,,6442,,,
455,Wolf,1,Belt,,,,,,,,,,,,353,,,
456,Cat,4,Chestplate,Belt,Covered Helmet,Snorkel,,,,,,,,,7677,3.0,5400.0,41.0
457,Cat,2,Belt,Covered Helmet,,,,,,,,,,,9014,,,
458,Cat,3,Chestplate,Belt,Sword,,,,,,,,,,7830,1.0,1248.0,263.0
459,Alien,3,Chestplate,Belt,Covered Helmet,,,,,,,,,,9763,,,
460,Arcane,5,Camo Suit,Chestplate,Belt,Covered Helmet,Watch,,,,,,,,5253,1.0,6888.0,5.0
461,Frog,4,Star Suit,Chestplate,Belt,VR,,,,,,,,,4950,,,
462,Parrot,1,Belt,,,,,,,,,,,,1656,1.0,5000.0,195.0
463,Cat,3,Chestplate,Belt,Sun Glasses,,,,,,,,,,7796,,,
464,Robot,6,Chestplate,Amulet,Belt,Covered Helmet,X-Ray,Harpoon,,,,,,,936,,,
465,Arcane,5,Camo Suit,Belt,Covered Helmet,Snorkel,Watch,,,,,,,,3367,,,
466,Cat,5,Star Suit,Chestplate,Belt,X-Ray,Cardano,,,,,,,,3251,,,
467,Dog,5,Camo Suit,Chestplate,Belt,Covered Helmet,Eye Patch,,,,,,,,5766,,,
468,Ape,4,Chestplate,Belt,Covered Helmet,Harpoon,,,,,,,,,5319,1.0,5400.0,0.0
469,Wolf,4,Star Suit,Chestplate,Belt,VR,,,,,,,,,476,,,
470,Tiger,4,Chestplate,Belt,Wool Boots,Baguette,,,,,,,,,2236,,,
471,Ape,4,Chestplate,Belt,Covered Helmet,Watch,,,,,,,,,8806,1.0,5000.0,203.0
472,Arcane,6,Star Suit,Chestplate,Belt,Jetpack,Covered Helmet,Wine,,,,,,,695,,,
473,Frog,1,Covered Helmet,,,,,,,,,,,,1555,,,
474,Ape,4,Chestplate,Amulet,Belt,Covered Helmet,,,,,,,,,8362,,,
475,Tiger,3,Chestplate,Belt,Candle,,,,,,,,,,2992,,,
476,Cat,2,Chestplate,Belt,,,,,,,,,,,9119,1.0,700.0,275.0
477,Cat,3,Chestplate,Belt,Covered Helmet,,,,,,,,,,9939,2.0,1099.0,263.0
478,Cat,7,Star Suit,Chestplate,Belt,Covered Helmet,Snorkel,Watch,Revolver,,,,,,252,,,
479,Tiger,4,Chestplate,Belt,Umbrella,Lamp Fish,,,,,,,,,1519,,,
480,Bear,4,Chestplate,X-Ray,Sword,Pistol,,,,,,,,,2102,,,
481,Robot,2,Belt,Covered Helmet,,,,,,,,,,,8509,3.0,5400.0,14.0
482,Ape,1,Belt,,,,,,,,,,,,2622,3.0,4149.0,259.0
483,Lion,5,Chestplate,Belt,Covered Helmet,VR,Wool Boots,,,,,,,,3631,,,
484,Ape,3,Camo Suit,Chestplate,Belt,,,,,,,,,,9574,3.0,5391.0,102.0
485,Ape,5,Star Suit,Chestplate,Belt,Covered Helmet,Snorkel,,,,,,,,5604,1.0,1000.0,272.0
486,Shark,4,Camo Suit,Chestplate,Belt,Covered Helmet,,,,,,,,,1752,,,
487,Frog,5,Camo Suit,Chestplate,Belt,Covered Helmet,Baguette,,,,,,,,1447,2.0,11500.0,94.0
488,Dog,2,Camo Suit,Belt,,,,,,,,,,,8482,,,
489,Robot,3,Chestplate,Revolver,Cardano,,,,,,,,,,3867,,,
490,Bear,3,Chestplate,Belt,Harpoon,,,,,,,,,,4859,1.0,4800.0,197.0
491,Frog,3,Chestplate,Belt,Covered Helmet,,,,,,,,,,7734,,,
492,Parrot,3,Star Suit,Chestplate,Belt,,,,,,,,,,7440,,,
493,Tiger,6,Star Suit,Chestplate,Belt,Covered Helmet,Ski Goggles,Wool Boots,,,,,,,1900,,,
494,Parrot,2,Chestplate,Belt,,,,,,,,,,,6492,1.0,7898.0,95.0
495,Dog,4,Star Suit,Chestplate,Belt,Wool Boots,,,,,,,,,8440,,,
496,Parrot,3,Chestplate,Belt,Covered Helmet,,,,,,,,,,7957,1.0,6400.0,2.0
497,Tiger,3,Chestplate,Belt,Watch,,,,,,,,,,8406,,,
498,Alien,4,Star Suit,Chestplate,Belt,Cardano,,,,,,,,,5915,,,
499,Alien,4,Camo Suit,Chestplate,Belt,Baguette,,,,,,,,,3026,,,
500,Tiger,3,Chestplate,Belt,Ski Goggles,,,,,,,,,,6987,2.0,4222.0,248.0
501,Alien,4,Star Suit,Chestplate,Belt,Ski Goggles,,,,,,,,,6959,,,
502,Dog,4,Chestplate,Belt,Covered Helmet,Bazooka,,,,,,,,,4984,,,
503,Alien,4,Camo Suit,Belt,X-Ray,Harpoon,,,,,,,,,3120,2.0,8200.0,37.0
504,Parrot,5,Chestplate,Belt,Covered Helmet,Flag,Baguette,,,,,,,,941,,,
505,Cat,4,Belt,Covered Helmet,VR,Flag,,,,,,,,,4666,,,
506,Ape,4,Chestplate,Belt,Covered Helmet,Binoculars,,,,,,,,,2951,,,
507,Tiger,3,Chestplate,Belt,Axe,,,,,,,,,,5207,,,
508,Cat,5,Star Suit,Chestplate,Belt,Covered Helmet,Sword,,,,,,,,5621,,,
509,Dog,2,Chestplate,Belt,,,,,,,,,,,9060,,,
510,Dog,5,Chestplate,Belt,Covered Helmet,X-Ray,Wool Boots,,,,,,,,4981,2.0,7500.0,98.0
511,Ape,3,Chestplate,Belt,Ski Goggles,,,,,,,,,,7848,1.0,4199.0,248.0
512,Ape,2,Belt,Sun Glasses,,,,,,,,,,,6029,,,
513,Arcane,4,Special Background,Chestplate,Covered Helmet,Wool Boots,,,,,,,,,5226,,,
514,Lion,5,Camo Suit,Belt,Covered Helmet,Cardano,Axe,,,,,,,,1402,,,
515,Tiger,1,Chestplate,,,,,,,,,,,,2261,1.0,7200.0,30.0
516,Fish,1,Chestplate,,,,,,,,,,,,303,,,
517,Alien,5,Special Background,Camo Suit,Chestplate,Belt,Snorkel,,,,,,,,4438,,,
518,Arcane,3,Camo Suit,Belt,VR,,,,,,,,,,5509,3.0,6249.9,211.0
519,Arcane,5,Camo Suit,Chestplate,Belt,Sun Glasses,SPO,,,,,,,,134,,,
520,Shark,2,Belt,Covered Helmet,,,,,,,,,,,1537,,,
521,Ape,4,Camo Suit,Chestplate,Belt,Bazooka,,,,,,,,,4545,,,
522,Cat,3,Chestplate,Belt,Bazooka,,,,,,,,,,5187,,,
523,Dog,4,Chestplate,Covered Helmet,Snorkel,Wine,,,,,,,,,2771,,,
524,Cat,5,Star Suit,Chestplate,Amulet,Belt,Snorkel,,,,,,,,4492,,,
525,Lion,3,Star Suit,Chestplate,Belt,,,,,,,,,,7512,,,
526,Alien,4,Chestplate,Belt,Ski Goggles,Wool Boots,,,,,,,,,5855,2.0,5455.0,210.0
527,Tiger,4,Camo Suit,Chestplate,Belt,Backpack,,,,,,,,,5498,,,
528,Parrot,2,Belt,Umbrella,,,,,,,,,,,3829,,,
529,Cat,6,Star Suit,Chestplate,Belt,Covered Helmet,Wool Boots,Wine,,,,,,,1207,,,
530,Tiger,4,Camo Suit,Chestplate,Belt,Ski Goggles,,,,,,,,,6121,1.0,3250.0,215.0
531,Arcane,4,Belt,Covered Helmet,Sun Glasses,Hockey Stick,,,,,,,,,2246,,,
532,Rhino,1,Belt,,,,,,,,,,,,364,,,
533,Bear,1,Belt,,,,,,,,,,,,2176,2.0,12975.0,210.0
534,Dog,4,Special Background,Chestplate,Belt,Covered Helmet,,,,,,,,,8536,,,
535,Robot,3,Chestplate,Covered Helmet,Flowers,,,,,,,,,,5839,1.0,3488.0,260.0
536,Fish,3,Chestplate,Belt,Axe,,,,,,,,,,348,1.0,31000.0,110.0
537,Parrot,7,Star Suit,Chestplate,Belt,Covered Helmet,Watch,Jo-Jo,Flowers,,,,,,117,,,
538,Alien,6,Star Suit,Chestplate,Belt,Ski Goggles,Watch,Candle,,,,,,,676,,,
539,Frog,3,Camo Suit,Chestplate,Belt,,,,,,,,,,7214,,,
540,Wolf,2,Chestplate,Belt,,,,,,,,,,,510,,,
541,Bear,6,Special Background,Chestplate,Belt,Covered Helmet,Harpoon,Flowers,,,,,,,735,,,
542,Tiger,4,Chestplate,Covered Helmet,Snorkel,Arc,,,,,,,,,2396,1.0,999.0,275.0
543,Ape,5,Star Suit,Chestplate,Belt,Covered Helmet,Revolver,,,,,,,,5355,,,
544,Cat,4,Chestplate,Belt,Covered Helmet,Snorkel,,,,,,,,,7677,2.0,3795.0,236.0
545,Frog,1,,,,,,,,,,,,,33,,,
546,Alien,5,Chestplate,Amulet,Belt,Covered Helmet,Blaster,,,,,,,,2055,,,
547,Robot,3,Chestplate,Umbrella,Covered Helmet,,,,,,,,,,6052,,,
548,Arcane,4,Special Background,Belt,Revolver,Jo-Jo,,,,,,,,,1277,1.0,6000.0,220.0
549,Arcane,3,Chestplate,Belt,Sword,,,,,,,,,,5520,,,
550,Alien,5,Chestplate,Belt,Covered Helmet,Sun Glasses,Revolver,,,,,,,,3641,,,
551,Tiger,3,Chestplate,Belt,Covered Helmet,,,,,,,,,,9350,6.0,5399.0,103.0
552,Cat,4,Chestplate,Belt,Covered Helmet,Flag,,,,,,,,,6797,2.0,3845.0,257.0
553,Dog,2,Chestplate,Belt,,,,,,,,,,,9060,3.0,4599.0,213.0
554,Dog,2,Belt,Covered Helmet,,,,,,,,,,,8991,,,
555,Frog,3,Chestplate,Belt,Wool Boots,,,,,,,,,,6290,1.0,6495.0,64.0
556,Lion,5,Special Background,Chestplate,Belt,Covered Helmet,Snorkel,,,,,,,,3319,,,
557,Tiger,3,Chestplate,Belt,Bazooka,,,,,,,,,,4524,2.0,8000.0,211.0
558,Robot,4,Chestplate,Belt,Jetpack,Wool Boots,,,,,,,,,5157,,,
559,Frog,4,Special Background,Chestplate,Watch,Lamp Fish,,,,,,,,,1268,1.0,10000.0,212.0
560,Shark,4,Chestplate,Belt,Backpack,Revolver,,,,,,,,,725,,,
561,Arcane,2,Belt,Covered Helmet,,,,,,,,,,,6930,1.0,4200.0,131.0
562,Ape,4,Camo Suit,Amulet,Belt,Harpoon,,,,,,,,,3774,,,
563,Frog,3,Chestplate,Belt,Covered Helmet,,,,,,,,,,7734,,,
564,Dog,6,Star Suit,Amulet,Belt,Covered Helmet,Wool Boots,Revolver,,,,,,,1508,,,
565,Ape,5,Camo Suit,Chestplate,Belt,Covered Helmet,Wool Boots,,,,,,,,7063,,,
566,Dog,4,Chestplate,Belt,X-Ray,Bazooka,,,,,,,,,3174,,,
567,Parrot,4,Chestplate,Amulet,Belt,Covered Helmet,,,,,,,,,5777,,,
568,Bear,5,Chestplate,Belt,Umbrella,Covered Helmet,Revolver,,,,,,,,2838,,,
569,Alien,4,Chestplate,Jetpack,Covered Helmet,Snorkel,,,,,,,,,4214,,,
570,Robot,4,Chestplate,Belt,Covered Helmet,Revolver,,,,,,,,,6753,1.0,3999.0,215.0
571,Ape,5,Star Suit,Chestplate,Belt,Covered Helmet,Candle,,,,,,,,2340,,,
572,Ape,4,Belt,Covered Helmet,Watch,Sword,,,,,,,,,5908,,,
573,Cat,1,Chestplate,,,,,,,,,,,,2712,,,
574,Frog,4,Star Suit,Chestplate,Belt,Anchor,,,,,,,,,2868,,,
575,Shark,1,Flowers,,,,,,,,,,,,559,,,
576,Dog,6,Camo Suit,Chestplate,Belt,Jetpack,Covered Helmet,Eye Patch,,,,,,,1514,,,
577,Dog,3,Chestplate,Belt,Backpack,,,,,,,,,,7188,1.0,1000.0,266.0
578,Bear,3,Chestplate,Belt,X-Ray,,,,,,,,,,6700,2.0,5950.0,221.0
579,Bear,4,Camo Suit,Belt,Snorkel,Harpoon,,,,,,,,,2687,,,
580,Rhino,3,Chestplate,Amulet,Belt,,,,,,,,,,504,,,
581,Bear,6,Chestplate,Belt,Covered Helmet,Watch,Harpoon,Axe,,,,,,,724,,,
582,Dog,3,Belt,Covered Helmet,Flowers,,,,,,,,,,6334,,,
583,Arcane,5,Camo Suit,Chestplate,Belt,Covered Helmet,Sword,,,,,,,,4067,,,
584,Robot,3,Chestplate,Belt,Revolver,,,,,,,,,,7055,1.0,6450.0,4.0
585,Robot,5,Chestplate,Jetpack,Covered Helmet,Sun Glasses,Cardano,,,,,,,,1614,,,
586,Alien,5,Chestplate,Belt,Covered Helmet,Ski Goggles,Lamp Fish,,,,,,,,1606,,,
587,Lion,5,Camo Suit,Chestplate,Belt,X-Ray,Flag,,,,,,,,2052,,,
588,Robot,2,Chestplate,Belt,,,,,,,,,,,8587,2.0,4099.0,249.0
589,Frog,4,Star Suit,Chestplate,Belt,Bazooka,,,,,,,,,2977,,,
590,Bull,4,Chestplate,Belt,Watch,Bazooka,,,,,,,,,68,,,
591,Ape,2,Chestplate,SPO,,,,,,,,,,,246,,,
592,Lion,2,Chestplate,Flag,,,,,,,,,,,3838,,,
593,Dog,2,Chestplate,Belt,,,,,,,,,,,9060,1.0,3650.0,122.0
594,Arcane,4,Camo Suit,Chestplate,Belt,Covered Helmet,,,,,,,,,7644,1.0,1480.0,263.0
595,Tiger,2,Belt,Watch,,,,,,,,,,,7116,,,
596,Bear,5,Camo Suit,Chestplate,Amulet,Belt,Blaster,,,,,,,,1613,2.0,15500.0,53.0
597,Robot,5,Camo Suit,Chestplate,Belt,Covered Helmet,Wool Boots,,,,,,,,6686,1.0,4000.0,256.0
598,Alien,3,Chestplate,Belt,Covered Helmet,,,,,,,,,,9763,,,
599,Bear,2,Camo Suit,Belt,,,,,,,,,,,7602,,,
600,Cat,4,Star Suit,Chestplate,Belt,Sun Glasses,,,,,,,,,6976,,,
601,Ape,2,Covered Helmet,Candle,,,,,,,,,,,2546,,,
602,Alien,4,Camo Suit,Belt,Jetpack,Covered Helmet,,,,,,,,,5837,,,
603,Cat,2,Special Background,Wine,,,,,,,,,,,2833,,,
604,Dog,3,Chestplate,Belt,Covered Helmet,,,,,,,,,,9866,1.0,3420.0,248.0
605,Frog,2,Belt,Covered Helmet,,,,,,,,,,,6145,1.0,8000.0,212.0
606,Alien,6,Camo Suit,Chestplate,Belt,Covered Helmet,Watch,Jo-Jo,,,,,,,1168,1.0,3950.0,257.0
607,Rhino,2,Chestplate,Belt,,,,,,,,,,,527,,,
608,Lion,4,Camo Suit,Chestplate,Belt,Covered Helmet,,,,,,,,,7262,,,
609,Alien,3,Special Background,Belt,Covered Helmet,,,,,,,,,,8467,1.0,6200.0,209.0
